userName,score,at,content
Pengguna Google,5,2019-03-22 02:57:56,"Dengan applikasi Grab, maka terasa manfaatnya untuk proses pergerakaan dari satu tempat ke tempat lainnya. Prosesnya juga sangat cepat dalam hitungan menit. Masih lagi drivernya ramah2 dan sopon. Maju terus Grab. Dan yang penting ongkos terjangkau."
Nenden Sy,2,2019-03-22 01:12:13,"saya kemaren mencoba mebukar point grab menjadi reward untuk potongan harga grab bike,tapi 3x saya tukar point menjadi promo pas mau pakai tidak ada di grab rewards dan point grab saya juga terpotong. kecewa..."
Mochiko,5,2019-03-22 00:44:42,"Grab sangat membantu banget. Tapi terkadang, pengemudinya yang kurang membantu. Sering cancel tanpa alasan yang jelas, gak on time, bahkan ada yang gak tau jalan sama sekali ( baik penjemputan maupun perjalanan/pengantaran ). Tolong donk di tingkatkan lagi pelayanannya, untuk kemajuan Perusahaan dan Konsumen-pun puas. Terima Kasih Grab."
Merina Gerin,5,2019-03-21 23:45:54,so far ok. semoga grab tetap menjaga identitas penumpang yg memberi masukan /complain kepada driver seperti no plat kendaraan dan pengemudi yg tdk sesuai dengan yg ada diaplikasi. so far pelayanannya memuaskan .
Faedal Yusuf,4,2019-03-21 16:17:09,"orderan food sekarang cukup menarik dan mudah. tolong pihak manajemen dan aplikator, bikin aturan untuk para driver yang suka berhenti dan mangkal di pinggir jalan, pinggir restoran, dan tempat umum lain nya yang mengganggu ketertiban dan kenyamanan pengguna jalan lain nya."
Pengguna Google,3,2019-03-21 14:22:13,"banyak aplikasi terinstall di hp saya, termasuk 2 aplikasi ojol grab dan satu lagi lainnya. tapi kenapa cuma waktu buka aplikasi grab saja sangat sangat lemotttttt...bikin jengkel muter2 trus, pdhl buka aplikasi lain lancar2 aja."
Pengguna Google,5,2019-03-21 13:01:57,"Bagi saya Grab sngt membantu sekali, d saat terburu2 & macet, d saat lapar & hujan, salut buat Grab & para driver nya yg selalu tangguh dlm keadaan apapn, ttplah jd yg terbaik dlm pelayanan,ketepatan, sopan dan nyaman buat para CS"
Pengguna Google,1,2019-03-21 11:43:09,"sekarang aplikasi a kurang baik,setiap menggunakan voucher selalu ada tanda vouchaer yg anda gunakan habis padahal tdk pernah dgunakan sama sekali...kan jadinya kecewa,,,buat apa ada potongan/voucher kalau tidak bisa d gunakan..."
Pengguna Google,5,2019-03-21 08:47:45,"dengan ada nya grab terlebih ny bisa beli makan nan lebih mudah .walaupun kita tidak punya kendaraan ataupun tidak bisa memakai kendaraan tetapi dengan adanya grab kami lebih mudah dan merasa terbantu .semangat trus untuk pt grab smoga semakin jaya di kedepan nya .,.😐"
Andi Suryanto,4,2019-03-21 08:21:32,"saya mau ngasih saran saja, setiap abis order grab tolong history dan sms dengan driver jgn di hapus...soalnya saya bru order. helm driver ketinggalan...saya bingung mau hub driver tdk bisa dan sms juga ga bsa. pliss banget"
Pengguna Google,1,2019-03-21 08:17:50,"saya setiap pakai grab tidak pakai promo atau point, karna dari jarak lumayan dekat, tapi ketika hari ini jaraknya jauh coba tukar point, karna point sudah banyak, point saya malah habis gak bisa di pakai, dan akhirnya ttp bayar normal dan point ludes semua, grab sangat mengecewakan"
Veranica Sandiwinata,3,2019-03-21 06:48:29,"baiknya pd menu grab food, pas sdh klik resto, resto yg menunya banyak,ada pembagiannya misal kategori menu dimsum, kategori menu sayuran. kalau ga mabok lihat daftar menunya"
zaneth angella,3,2019-03-21 00:15:23,"Saya kasih 3 bintang soalnya sudah 2x, saya pilih pembayaran lewat ovo, pas sampai tempat tujuan pembayarannya jadi tunai .. mohon diperiksa kembali sistem nya.. menghindari jika penumpang tdk bawa duit tunai, trus jau dari ATM/ pusat kota, kn bingung bayarnya gimana .. 😅 tapi slain kasus ini buatku sudah baguslah .."
Pengguna Google,4,2019-03-20 23:43:43,sangat baik dan sangat membantu bepergian cuma pegang alamat doank jdi tinggal meluncur ke lokasi tujuan... makasih sangat brmanfaat sekali.
Eka Srisuhartati,5,2019-03-20 18:09:01,"1. Aplikasi grab penumpang harus ada display picture nya. 2. Pemesanan grab wajib pembayarannya menggunakan OVO, 3. Ada biaya pembatalan pemesanan grab penumpang apabila di batalkan penumpang atau dan penumpang tidak muncul selama 10 menit dari aplikasi grab driver."
Shilahul Anam,1,2019-03-20 16:45:06,"pesanan di aplikasi tidak semua diantar, ada beberapa pesanan yang terkadang tidak lengkap tapi bayarnya sesuai aplikasi... padahal ini kejadian gak cuma sekali dan selalu komplain ke grab, tapi kok belum ada tindakan nyata ya -.-"
Sri Amirah,5,2019-03-20 14:50:03,"disini pasti ada yah customer bayar 2000rb rewelnya pake bgt? jangan lah ya mba/mas. Abng grabnya mah gamasalah sama bayaran brpapun itu pasti dia antar sampai tujuan dengan selamat, misalkan abang grabnya gatau jalan/rute cepat tolong dikasih tau jalan nya, ga semua grab tau jalan yah apalagi yg masih baru2. Jadilah Customer yg baik sama2 baik itu lebih baik :)"
Fatimah Dewi Dalimunthe,1,2019-03-20 10:07:26,"Banyak pengemudi yang menyalahgunakan nomor penumpang dengan aksi penipuan, mengatasnamakan grab ataupun ovo. Tolong lebih teliti lagi terhadap penggunaan no dan driver yang terdaftar di aplikasi, jangan sampai terulang kembali. saya sudah 3 kali kena tipu oleh nomor yang tidak dikenal, dan ketika dilacak ternyata nomornya adalah driver dari aplikasi ini. Mohon ditindak lanjuti lagi. Terima kasih"
Rizky Ramandani,2,2019-03-20 06:00:49,kok akhir akhir ini gps untuk driver grab error ya soalnya saya sudah beberapa kali dapat driver terus pas udh dekat dia putar balik ngambil jalan yang malah lebih jauh pas saya tanya sama drivernya katanya dia ngikutin gps dan disuruh putar balik sama malah ke tempat lain jadi akhirnya saya terlambat deh
Pengguna Google,1,2019-03-19 18:30:43,"Driver banyak alasan, minta cancel terus, alasan driver sama semua, kompak. Saya selalu menghargai driver, tapi driver yg selalu pilih - pilih, butuh duit tapi males kerja. Good luck for you, grab. I will use Go-Jek and I will uninstall you. Bye!"
febri ansyah,2,2019-03-19 16:57:48,sistem poin tolol bgt...sama kayak admin nya kyaknya..gw pake poin nya malah poin nya berkurang dan gak ada potongan harganya...ini bukan sekali tapi udh 2 kali..kalo sekali masih gw diemin..kalo udh berkali2 gw gk twrima..tolong di perbaikin nih sistem..jgn bohongin penumpang yg udh sering gunain nih aplikasi ampe tiap hari.....
Reny Arianto,5,2019-03-19 14:32:13,"Grab Semakin baik, sekedar saran coba dibuatkan juga fitur komplain utk resto yg terkadang tidak sesuai dengan pesanan saat order GF. Dengan begitu Konsumen tdk melulu menyalahkan bapak driver jika pesanan yg diantar dirasa tdk sesuai dgn menu yg tertera dalam daftar."
Pengguna Google,1,2019-03-19 08:58:33,"saya pernah naik grab seminggu yg lalu,,kira2 16 km lah..tapi kenapa driver nya nyuruh saya ngebatalin pesanan tapi tetap berangkat,,dan dia buru2 sekali waktu saya kasih uang nya...tolong dong demi kenyamanan penumpang jgan seperti itu lagi,apalagi sering bgt saya pesen grab tapi plat nya beda..🤔🤔🤔"
Bangkit Trisatya,1,2019-03-19 03:27:35,"aga mengecewakan sih,ga kaya grab dulu jauh juga ada konfirmasi..ada komunikasi,ga semua grab kaya gitu memang,tp sekrang"" hampir setahun ini saya mendapatkan begitu banyak alasan,ban bocor lah,kejauhan lah,males muter,udah di rumah lupa di matiin aplikasinya,ia mungkin ada sebagian benar alasan meraka,tp buka satu atw dua orang yg bilang begitu hampir setiap saya pesen alasan yg sama,malahan yg lebih parah saya order malah ga ada jawaban hampir 1 jam lebih"
Pengguna Google,5,2019-03-19 02:21:49,asik aja Aman dan terpercaya semoga discountnya lebih sering ya karena Saya kan orang kantoran jadi bisa ngirit bea grab kalau sering ada discount. Thankyou udah mempermudah dan sangat membantu ketika harus ngejar jam dinas yang ngga boleh molor dan Grab bisa tepat waktu driver nya Ramah semua semoga semakin maju dan tambah banyak yang pake Grab😗
SHIRO,5,2019-03-19 01:33:25,"sangat membantu sekali, belanja harian jadi lebih irit, hemat waktu dan tenaga, sukses selalu buat grab, makin ditingkatkan pelayanannya, biar penjual, konsumen dan kurir semua puas, jangan bosan kasih promo ya."
hilda apriliana,5,2019-03-18 14:05:06,"sangaat membantu disaat kita males jalan kaki 😂 atau pas urgent... tinggal pesen by aplikasi grab cuss.... dijemput dan diantar sampe tujuan. sering dpt driver nya jauh... kasihan kan, tolong ya operator, sistem atau apalah nama nya kl bisa kasih ke driver yg deket sama lokasi yg kita pesan. biar driver nya jemput ga kejauhan dan kita nunggu nya ga kelamaan... thx ya grab... you are my heroo.. 😂"
Rafika Putra,1,2019-03-18 14:01:08,"Harus seleksi pengemudi agar tidak terjadi penyalah gunaan, saya pesan grab setngah jam lebih. 3 orang menerima orderan dan semua nya dihbungi tidak bisa, setelah sekian lama baru dibalas dengan alasan, 1 org macet 1 orang pecah ban & 1 orang mau istrahat. saya order ke 4 baru diantarkan saya tanya apakah aplikasi akan menerima otomatis ternyata beliau bilang tidak, berarti ada unsur kesengajaan dari pengemudi"" ini."
Nurhayati Panggabean,1,2019-03-18 12:30:50,"maaf saya sebenarnya mau protes, akun saya pernah ditangguhkan oleh grab nya karena terlalu banyak melakukan pembatalan. Saya hanya ingin kasih tau, saya melakukan pembatalan juga bukan karna keinginan saya, drivernya yang minta di cencel dgn berbagai alasan. Kalau saya yang minta drivernya sendiri yang cancel pasti tidak mau dan malah menyuruh saya yang harus cancel. sekarang akun lama saya tidak bisa dipakai lagi. kecewa banget saya sma layanan grab nya 😑"
Ghevira Abigail,5,2019-03-18 11:53:09,"grab car di daerah Blora - Jawa Tengah susah banget dapat drivernya. Dapat info katanya ada yg ganggu signal aplikasi + intimidasi drivernya. Tolong dicek demi kenyamanan pelanggan, terima kasih."
Pengguna Google,1,2019-03-18 11:50:40,"Aplikasi gila, notifikasi promo potongan harga naik Grabbike baru masuk, ketika mau digunakan malah ada pemberitahuan ""Voucher sudah habis digunakan"". Kapan saya pake coba??? Nggak usah sok update aplikasi terus kalau akhirnya nggak berfungsi dengan maksimal ini aplikasi. Makan gaji buta ya yang bikin aplikasi??? 🤔"
karina sibero,3,2019-03-18 11:02:51,"kenapa sekarang promo grab susah buat di gunakan yah, padahal ketentuannya udah sesuai koh . terus sering muncul tulisan promo sudah terpakai, padahal sama sekali belum di pake."
Pengguna Google,5,2019-03-18 10:56:21,"enak pakek grab, tapi klo mau peningkatan aplikasi, cara yg lama jangan di ubah... bentuk point2 ny juga😁 thank you... owh ya, semoga untuk customer nya dapat hadiah umrah juga ya yg udah mencapai platinum😁 aamiin"
Pengguna Google,4,2019-03-18 09:55:00,"maps pada aplikasi grab kurang lengkap nih, jadi biasa kita harus cari titik di tempat yang dekatan dengan lokasi tujuan. tolong dong perbaiki uptodate dan adain promonya. buat grab kurir juga gak usah di beri izin jalan kalau gak punya cukup modal,"
nikmatur rochmah,1,2019-03-18 06:16:27,kenapa promonya tidak bisa dipakai ya? padahal belum pesan sama sekali dlm sehari. pdahal uda langganan grab bike. tolong diperbaiki. kalau tidak ya pindah ke sebelah. terimakasih
sp ramadani,3,2019-03-18 04:39:37,"SAYA SANGAT KECEWA. uda beberapa minggu ini saya gabisa menggunakan kode promo. notifikasi ada, masuk terus tapi kode tidak bisa digunakan. pakai OVO juga tidak ada promo saya heran. saya sebagai pengguna grab setiap hari mau tidak mau memakai grab dengan harga normal yang perjalanan saya jauh. poin saya tiba tiba hilang. saya juga uda lama memakai grab ini. saya kecewa la intinya"
Pengguna Google,2,2019-03-17 17:26:24,"selalu ga dapet driver, padahal seneng sama app inii banyak promo tp pelayanan nya kurang memuaskan. tolong diperbaiki. kasian kan orang2 yg sebenernya emg nunggu/perlu transportasi"
Bambang Jatmiko,5,2019-03-17 13:24:24,"bagus, namun masih ada kekurangan yang saya rasa, yaitu pesanan makan hanya bisa di satu tempat, sehingga jika kita ingin memesan makanan harus menunggu transaksi yang satu selesai dulu, baru dapat memesan lagi. hal tersebut lama. ada baiknya jika pesanan makanan yang berbeda dapat di lakukan sekaligus, di keranjang. layaknya tokopedia. dan juga bisa menggunakan 2 pembayaran gabungan, seperti masih ada sisa saldo ovo tapi karena tidak cukup, kekurangny bisa menggunakan cash."
rendi sinata andi,1,2019-03-17 13:23:21,"aplikasi yang sangat mrngecewakan. kalau pake promo ngga dapet driver,giliran ngga pake promo dapet drivernya. kita sebagai pengguna tentunya sangat kecewa."
Pengguna Google,1,2019-03-17 11:55:13,"pihak driver yang teliti donk kalau baca pesanan.ya kali... saya pesan ayam geprek yang level 1 1bungkus,yang level 0 2bungkus,tapi kok datengnya malah level 1 sama lvl2 ,udah capek capek bayar pakek duit hasil membosankan,kayak gitu kok minta bintang 5."
Eka sadega,1,2019-03-17 05:13:35,"saya ga bisa masuk akun grab driver banayak alasan ga jelas pertama terdeteksi pake aplikasi pihak ke 3 padahal saya ga prnah oprek hp saya, kedua aplikasi anda tidak resmi padahal saya downlod aplikasi ini.. tolong solusinya pak ko jadi gini"
Nana Uwie Uwie,2,2019-03-16 13:47:46,"Agak kecewa sih ya sama Grab.. Dpt voucher biasanya ga ada batasan buat dipake dr jam brp smp jam brp.. Brgkt kerja sm pulang kerja biasanya bisa dipake.. Sekarang, vouchernya dibatesin bisa dipake dr jam 09.00.. Udh gitu klo mau dipake sering ga kebagian kuota ""voucher sudah habis digunakan"" Ya harusnya klo saya dpt voucher dg total 6x perjalanan misalnya, ya itu hak saya dong.. Bukannya dulu2an pake sama pengguna lain.. Itu kan udh hak kita (yg dapet) Sama aja ga punya voucher itu mah.. Payah."
Fun with Farah,4,2019-03-16 13:04:23,"so far bagus dan ga pernah ada masalah, malah kemarin pergi ke kuala lumpur hpir 2minggu dan aplikasinya bs dipakai disana, hanya agak sulit saja daftar pembayaran grabpay nya jd pakai tunai terus, pdhl kalau saldo ovo kita otomatis terkonversi ke mata uang asing, enak sekali, lebih hemat kemana2. dan kyanya cm disini ada grabfood cepat ordernya dan cm di indo deh ada grabbike."
hani handayani,1,2019-03-16 08:34:38,aneh aplikasinya baru instal ga bisa dibuka. tulisannya please turn on location service. please set it to high accurate. pdhl udh dibuka lokasi mapnya juga terus aj isinya kaya gitu. kan aneh
Pengguna Google,3,2019-03-16 07:05:59,"nyaman si dengan grab , tp suka sebel kalo ada promo msh berlaku dibilang nya udah gak bisa terpakai atau sudah habis terpakai padahal blm dipakai kode nya , trus kode refferal nya gak nongol katanya gak ada koneksi internet , kalp gal ada koneksi gak bakal bisa buka grab juga toh 😣"
Pengguna Google,2,2019-03-16 06:47:21,"saya termasuk pelanggan setia grab, saya sering banget order apa2 lewat grab, tapi baru2 ini saya kecewa banget !!! karena manajemen penanganan kendala dan pengembalian dana grab lam bangeeettt !! 14x24 itupun setelah masukin keluhan untuk ke 5 kalinya baru diresponn.. tolong ya, tolooooong banget manajemen nya diperbaiki supya ga kalah sama aplikasi sebelah trus juga pelanggan setianya ga pada kabur. terimakasih"
Pengguna Google,1,2019-03-16 04:48:44,"buat restoran yang di grabfood, kalo menunya lagi gak ada kasih tanda atau apa kek, saya sering pesen grabfood bayar pake ovo, kalo menunya gak ada ribet lagi harus ganti menu dan sebagainya, tolong di perbaharui buat ya"
Aidy Syafara,3,2019-03-15 23:54:29,"Grab bagus aplikasi nya tapi tolong untuk driver2 tertentu yg suka minta cancel karna alasan mau sarapan, lupa matiin apk, dsb itu diproses, memakan waktu yg begitu itu."
Azka Budiyanto,5,2019-03-15 22:57:25,gw suka aplikasi grab karena kebutuhan saat mencari makan. tetapi kadang harga makan ga sesuai harga aplikasi sama dengan harga di toko. kadang bon nya ga di kasih. klau selisi driver grab minta biaya lebih. tolong di perhatikan dong harga nya biar sesuai. biar ga ada salah faham.
Pengguna Google,1,2019-03-15 05:20:20,"gara gara nungguin grab kelamaan jadi telat . bad service udah nyoba berkali kali udah gitu tiap dapet diambilin driver dari yang jauh jauh . gimana sih grab harusnya pelayanan buat customer itu dilayani dengan baik dicarikan driver terdekat dan tidak dipermainkan customernya . di indonesia ada istilah tamu/customer (pengguna jasa layanan) adalah raja . harusnya dilayani dengan maksimal dan sebaik mungkin, bukan malah dipermainkan dengan diambilin driver yang jauh,"
Estermarbun Ester,5,2019-03-15 02:27:45,"Saya senang menggunakan grab,, selain bnyak promo.. aplikasinya juga cepat dan lancar. Tapi saya pernah di bohongi drivernya... ketika drivernya mau jemput saya. saya lihat di aplikasi kalo dia sudah sampai,, tapi dia di gang sebelah blom nympe dpan rumah saya dan langsung pergi lagi... saya tunggu 5 menit ehh dianya gk datang2 lgi... yah ovo saya sudah terpotong otomatis diambil dia. Saya kesal waktu itu karna saya sudah buru2 nunggu dia mau kerja malah begitu. Itu aja sih yg pling fatal.."
Pengguna Google,4,2019-03-15 01:53:15,"sebelumnya terimakasih grab karena menjadi teman saya dalam perjalanan ke kampus tiap pagi-sore. tapi makin kesini sedikit agak kecewa juga, kadang mau pakai promo ada notif kalau promo sudah gak bisa di pakai dan besoknya bisa padahal waktunya masih masuk zona yang di tentukan, gak pernah masuk kode promo juga buat yang gak pakai ovo jadi kadang kalau lupa top up agak susah. beberapa kali aplikasinya sering hang dan lemot semoga bisa di perbaiki kedepannya."
